@relation risco_credito

@attribute rangeIdade {'até 25', '26 a 40', '41 a 60', 'acima de 60'}
@attribute numeroDependentes numeric
 @attribute estadoCivil {'Solteiro', 'Casado', 'Viuvo', 'Divorciado'}
@attribute escolaridade {'Ensino Médio Incompleto', 'Sem Escolaridade', 'Ensino Fundamental Completo', 'Ensino Fundamental Incompleto', 'Ensino Médio Completo', 'Superior Completo', 'Técnico', 'Superior Incompleto', 'Pós-graduação', 'Mestrado', 'Doutorado', 'Pós-doutorado'}
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia {'Locatario', 'Proprietario', 'Ocupante sem custo'}
@attribute tipoEmprego {'Estagio', 'CLT', 'Autonomo', 'PJ'}
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute score numeric

@data'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',0,1518.00,0.00,49610.00,20424.00,0.00,0,0.00,0,0.00,601
'acima de 60',4,'Solteiro','Sem Escolaridade',27,44,'Locatario','CLT',76,2670.00,0.00,61024.00,34235.00,0.00,0,0.00,0,0.00,633
'26 a 40',4,'Viuvo','Ensino Médio Incompleto',0,49,'Proprietario','PJ',13,1815.00,0.00,32083.00,30971.00,0.00,0,0.00,0,0.00,454
'até 25',2,'Solteiro','Ensino Fundamental Incompleto',24,46,'Locatario','PJ',4,8694.00,33595.00,68885.00,62492.00,-280949.00,0,0.00,0,0.00,676
'até 25',2,'Solteiro','Sem Escolaridade',24,48,'Locatario','CLT',0,3480.00,52100.00,420595.00,321232.00,0.00,0,0.00,0,0.00,676
'acima de 60',0,'Solteiro','Sem Escolaridade',93,59,'Locatario','CLT',35,6739.00,138579.00,645239.00,439089.00,0.00,0,5545.01,0,462000.00,670
'26 a 40',3,'Casado','Doutorado',26,44,'Proprietario','CLT',18,1893.00,0.00,43767.00,11581.00,-58174.00,0,0.00,0,0.00,717
'acima de 60',2,'Solteiro','Sem Escolaridade',80,41,'Locatario','CLT',45,1518.00,0.00,55526.00,49258.00,-38524.00,0,0.00,0,0.00,643
'41 a 60',3,'Solteiro','Sem Escolaridade',38,41,'Locatario','CLT',25,1518.00,0.00,80711.00,38454.00,0.00,0,0.00,0,0.00,560
'41 a 60',1,'Solteiro','Sem Escolaridade',43,43,'Locatario','CLT',25,1538.00,0.00,7957.00,2069.00,927.00,1,28336.35,22,1053269.88,229
'41 a 60',2,'Viuvo','Ensino Fundamental Completo',40,37,'Locatario','Autonomo',26,13769.00,303553.00,701127.00,614087.00,0.00,0,0.00,0,0.00,691
'41 a 60',4,'Casado','Superior Completo',19,47,'Locatario','Autonomo',22,2301.00,0.00,58423.00,25395.00,0.00,1,460120.55,44,925536.36,339
'acima de 60',1,'Casado','Ensino Fundamental Completo',21,54,'Locatario','CLT',73,2901.00,0.00,53929.00,6618.00,0.00,0,0.00,0,0.00,626
'41 a 60',2,'Solteiro','Sem Escolaridade',56,43,'Locatario','CLT',11,1779.00,510961.00,912051.00,474756.00,63075.00,0,0.00,0,0.00,721
'acima de 60',4,'Solteiro','Sem Escolaridade',88,41,'Locatario','CLT',25,17079.00,97988.00,170848.00,133399.00,0.00,0,0.00,0,0.00,775
'26 a 40',0,'Solteiro','Sem Escolaridade',6,49,'Locatario','CLT',15,2790.00,0.00,101151.00,9626.00,159.00,0,0.00,0,0.00,679
'41 a 60',1,'Solteiro','Sem Escolaridade',10,41,'Locatario','CLT',39,2132.00,0.00,118043.00,50796.00,10958.00,0,0.00,0,0.00,681
'até 25',2,'Solteiro','Sem Escolaridade',22,61,'Locatario','CLT',4,1518.00,0.00,106192.00,96195.00,20112.00,1,648.37,59,21462.50,417
'acima de 60',2,'Solteiro','Sem Escolaridade',75,56,'Locatario','CLT',20,1518.00,0.00,64231.00,10057.00,0.00,1,63.88,20,1575.40,502
'41 a 60',0,'Casado','Superior Completo',37,44,'Locatario','PJ',20,2999.00,0.00,32728.00,27327.00,2521.00,0,295.72,0,15000.00,604
'até 25',0,'Solteiro','Sem Escolaridade',16,50,'Locatario','CLT',0,3198.00,0.00,93142.00,20377.00,10134.00,1,64649.99,75,1035885.95,494
'até 25',0,'Solteiro','Sem Escolaridade',19,54,'Locatario','CLT',1,3153.00,0.00,119156.00,75136.00,0.00,0,0.00,0,0.00,628
'acima de 60',4,'Solteiro','Sem Escolaridade',84,59,'Locatario','CLT',47,1518.00,0.00,107003.00,22339.00,0.00,0,0.00,0,0.00,594
'41 a 60',2,'Casado','Superior Completo',23,43,'Proprietario','CLT',3,1682.00,0.00,93478.00,4085.00,-41880.00,0,0.00,0,0.00,726
'acima de 60',2,'Solteiro','Sem Escolaridade',66,62,'Locatario','CLT',11,2363.00,0.00,65827.00,40250.00,0.00,1,88014.35,29,630844.33,362
'acima de 60',0,'Viuvo','Superior Incompleto',8,56,'Locatario','PJ',21,2062.00,0.00,70529.00,26464.00,3626.00,1,3225.56,69,174652.71,475
'26 a 40',0,'Solteiro','Ensino Fundamental Completo',13,49,'Proprietario','Autonomo',22,3289.00,141793.00,348866.00,272552.00,0.00,1,173.57,63,9409.29,738
'acima de 60',2,'Solteiro','Doutorado',78,56,'Locatario','Autonomo',55,2183.00,0.00,79197.00,55887.00,20388.00,0,0.00,0,0.00,743
'acima de 60',0,'Solteiro','Doutorado',53,62,'Locatario','PJ',47,1781.00,0.00,63434.00,2501.00,529.00,0,0.00,0,0.00,674
'41 a 60',0,'Solteiro','Sem Escolaridade',0,43,'Locatario','CLT',6,2019.00,0.00,95512.00,42782.00,7526.00,0,0.00,0,0.00,638
'acima de 60',0,'Solteiro','Sem Escolaridade',81,56,'Locatario','CLT',39,2153.00,0.00,116121.00,61384.00,-115.00,0,7191.62,0,453160.17,545
'acima de 60',1,'Casado','Doutorado',27,49,'Locatario','Autonomo',15,1518.00,0.00,103083.00,74201.00,0.00,0,122.16,0,7521.65,699
'acima de 60',0,'Solteiro','Sem Escolaridade',88,37,'Locatario','CLT',70,1769.00,0.00,64948.00,23676.00,1308.00,0,0.00,0,0.00,733
'acima de 60',2,'Solteiro','Sem Escolaridade',24,56,'Locatario','CLT',26,1518.00,0.00,101270.00,78543.00,371.00,0,0.00,0,0.00,629
'acima de 60',3,'Viuvo','Superior Completo',72,54,'Locatario','Autonomo',60,13928.00,214294.00,580861.00,504460.00,0.00,0,13545.60,0,871282.09,602
'41 a 60',2,'Solteiro','Sem Escolaridade',44,47,'Locatario','CLT',22,2356.00,0.00,31959.00,29432.00,-37935.00,0,0.00,0,0.00,498
'41 a 60',2,'Solteiro','Sem Escolaridade',53,49,'Locatario','CLT',8,2656.00,0.00,50265.00,35247.00,-29939.00,0,679.90,0,6395.34,571
'acima de 60',1,'Solteiro','Ensino Fundamental Completo',98,44,'Proprietario','CLT',80,2142.00,0.00,69855.00,10614.00,0.00,0,0.00,0,0.00,717
'acima de 60',4,'Solteiro','Sem Escolaridade',28,37,'Locatario','CLT',9,1518.00,0.00,31059.00,19252.00,4833.00,0,0.00,0,0.00,706
'acima de 60',2,'Viuvo','Doutorado',21,44,'Locatario','Autonomo',8,2656.00,0.00,83340.00,45105.00,0.00,0,0.00,0,0.00,624
'41 a 60',4,'Solteiro','Sem Escolaridade',45,50,'Locatario','CLT',29,7246.00,16003.00,254490.00,97589.00,-53139.00,0,627.44,0,40500.00,662
'acima de 60',4,'Solteiro','Ensino Fundamental Incompleto',66,43,'Locatario','Autonomo',19,1518.00,0.00,43838.00,10602.00,0.00,1,4588.79,43,78600.67,223
'acima de 60',1,'Solteiro','Sem Escolaridade',98,48,'Locatario','CLT',31,10896.00,34965.00,321773.00,12746.00,0.00,0,0.00,0,0.00,760
'26 a 40',2,'Casado','Ensino Médio Incompleto',15,46,'Locatario','PJ',16,1549.00,0.00,31601.00,15053.00,0.00,0,1445.92,0,98980.00,378
'41 a 60',3,'Solteiro','Sem Escolaridade',58,50,'Locatario','CLT',40,3048.00,0.00,126828.00,89959.00,-44173.00,1,827.98,5,66558.57,511
'acima de 60',0,'Solteiro','Sem Escolaridade',68,43,'Locatario','CLT',48,3833.00,16692.00,438891.00,273077.00,0.00,0,0.00,0,0.00,814
'26 a 40',3,'Solteiro','Sem Escolaridade',0,43,'Locatario','CLT',17,1518.00,0.00,30817.00,28003.00,-9589.00,0,0.00,0,0.00,505
'acima de 60',1,'Solteiro','Sem Escolaridade',54,54,'Locatario','CLT',70,4160.00,14800.00,943578.00,478811.00,-138391.00,0,0.00,0,0.00,746
'até 25',3,'Solteiro','Superior Completo',19,61,'Proprietario','CLT',2,14115.00,234286.00,839654.00,333397.00,0.00,1,60545.68,39,1835480.77,633
'26 a 40',0,'Solteiro','Sem Escolaridade',28,48,'Locatario','CLT',11,1518.00,0.00,74774.00,11854.00,0.00,1,4183.24,38,149738.33,451
'26 a 40',4,'Solteiro','Sem Escolaridade',36,49,'Locatario','CLT',18,1518.00,0.00,70920.00,34254.00,-37705.00,1,10408.73,49,461799.30,391
'26 a 40',1,'Solteiro','Sem Escolaridade',32,62,'Locatario','CLT',14,13377.00,333325.00,170550.00,77034.00,0.00,0,0.00,0,0.00,746
'26 a 40',3,'Solteiro','Sem Escolaridade',34,49,'Locatario','CLT',16,1856.00,438592.00,111577.00,29430.00,19745.00,1,296.55,62,13370.60,612
'41 a 60',3,'Solteiro','Sem Escolaridade',41,48,'Locatario','CLT',26,1518.00,0.00,64793.00,45733.00,0.00,0,2040.22,0,63933.33,422
'acima de 60',1,'Solteiro','Sem Escolaridade',73,43,'Locatario','CLT',17,1776.00,394119.00,706917.00,439247.00,23894.00,0,0.00,0,0.00,785
'acima de 60',0,'Viuvo','Sem Escolaridade',73,41,'Locatario','Autonomo',52,1868.00,0.00,91148.00,48281.00,22176.00,0,0.00,0,0.00,644
'acima de 60',1,'Casado','Sem Escolaridade',1,41,'Locatario','CLT',0,11361.00,218776.00,813273.00,422402.00,17792.00,0,0.00,0,0.00,753
'26 a 40',4,'Viuvo','Superior Completo',19,43,'Proprietario','CLT',21,1583.00,0.00,79569.00,43599.00,0.00,0,0.00,0,0.00,734
'26 a 40',4,'Solteiro','Sem Escolaridade',0,48,'Locatario','CLT',9,1518.00,0.00,48344.00,26910.00,-24106.00,0,0.00,0,0.00,505
'41 a 60',3,'Casado','Doutorado',47,42,'Proprietario','Autonomo',29,1518.00,0.00,35073.00,22583.00,0.00,0,0.00,0,0.00,581
'acima de 60',2,'Casado','Doutorado',62,59,'Locatario','CLT',11,1713.00,291821.00,439137.00,323620.00,5566.00,1,312.16,33,7954.15,754
'41 a 60',1,'Solteiro','Sem Escolaridade',52,47,'Locatario','CLT',42,1518.00,0.00,46477.00,14516.00,0.00,1,142.99,46,7515.87,384
'41 a 60',3,'Solteiro','Ensino Médio Incompleto',16,42,'Locatario','CLT',39,1518.00,0.00,63584.00,22190.00,-54695.00,0,0.00,0,0.00,584
'acima de 60',1,'Solteiro','Sem Escolaridade',69,56,'Locatario','CLT',41,1518.00,0.00,56605.00,6387.00,542.00,0,0.00,0,0.00,604
'41 a 60',0,'Solteiro','Sem Escolaridade',41,36,'Locatario','CLT',4,3028.00,0.00,57304.00,9922.00,-51843.00,0,0.00,0,0.00,738
'acima de 60',1,'Viuvo','Técnico',66,46,'Locatario','Autonomo',10,1934.00,179045.00,443708.00,213034.00,-17964.00,0,447.23,0,6968.75,694
'26 a 40',0,'Viuvo','Ensino Fundamental Completo',9,51,'Proprietario','Autonomo',9,2907.00,0.00,80705.00,60912.00,-32013.00,0,0.00,0,0.00,626
'acima de 60',0,'Solteiro','Sem Escolaridade',14,43,'Locatario','CLT',50,1899.00,0.00,51534.00,35256.00,-35286.00,1,222.11,37,8164.55,583
'26 a 40',4,'Casado','Doutorado',37,42,'Locatario','PJ',19,2845.00,0.00,48112.00,2144.00,0.00,0,0.00,0,0.00,595
'26 a 40',1,'Solteiro','Sem Escolaridade',15,43,'Locatario','CLT',1,3127.00,564653.00,238272.00,123338.00,-74246.00,0,0.00,0,0.00,724
'26 a 40',1,'Casado','Ensino Fundamental Completo',36,61,'Locatario','PJ',2,2185.00,0.00,78941.00,36226.00,3942.00,0,617.20,0,29782.80,591
'acima de 60',0,'Solteiro','Pós-graduação',35,41,'Locatario','CLT',15,1518.00,0.00,93068.00,77142.00,0.00,0,0.00,0,0.00,793
'26 a 40',4,'Solteiro','Sem Escolaridade',27,54,'Locatario','CLT',9,15158.00,111442.00,718686.00,621295.00,76483.00,0,0.00,0,0.00,806
'41 a 60',2,'Solteiro','Sem Escolaridade',23,51,'Locatario','CLT',29,3204.00,434085.00,265862.00,137608.00,-10119.00,0,0.00,0,0.00,679
'41 a 60',1,'Solteiro','Superior Incompleto',9,49,'Proprietario','CLT',0,8849.00,210307.00,409981.00,401905.00,49517.00,0,0.00,0,0.00,874
'acima de 60',3,'Casado','Ensino Fundamental Incompleto',61,41,'Locatario','CLT',45,3122.00,0.00,86462.00,30018.00,3039.00,1,10653.72,23,269230.76,571
'acima de 60',2,'Solteiro','Sem Escolaridade',44,44,'Locatario','CLT',34,2292.00,0.00,114957.00,83713.00,6439.00,1,984.31,20,51273.33,520
'acima de 60',4,'Viuvo','Ensino Fundamental Completo',88,61,'Proprietario','Autonomo',70,1578.00,0.00,63296.00,22992.00,-7596.00,0,0.00,0,0.00,551
'acima de 60',4,'Solteiro','Sem Escolaridade',66,62,'Locatario','CLT',41,8609.00,86389.00,669119.00,384140.00,0.00,0,95.32,0,3031.30,736
'acima de 60',4,'Solteiro','Sem Escolaridade',72,49,'Locatario','CLT',13,6983.00,173842.00,313507.00,311674.00,0.00,0,2357.84,0,46126.09,660
'41 a 60',1,'Solteiro','Sem Escolaridade',26,51,'Locatario','CLT',31,2655.00,0.00,48012.00,30536.00,0.00,0,0.00,0,0.00,456
'41 a 60',0,'Casado','Sem Escolaridade',34,43,'Locatario','PJ',18,1518.00,0.00,44563.00,38120.00,9870.00,1,4294.12,14,22694.12,301
'acima de 60',1,'Viuvo','Superior Incompleto',67,56,'Proprietario','Autonomo',65,3256.00,0.00,80768.00,4695.00,0.00,0,1354.10,0,84360.00,598
'41 a 60',4,'Solteiro','Sem Escolaridade',13,48,'Locatario','CLT',1,7053.00,549207.00,627167.00,312836.00,0.00,0,0.00,0,0.00,645
'26 a 40',0,'Solteiro','Pós-graduação',34,41,'Proprietario','PJ',16,2395.00,0.00,32220.00,8646.00,972.00,0,174.60,0,6270.67,696
'até 25',1,'Solteiro','Sem Escolaridade',15,49,'Locatario','CLT',3,2885.00,0.00,111084.00,68979.00,52288.00,1,189.45,0,1880.00,701
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',63,54,'Locatario','CLT',8,1518.00,0.00,56091.00,56052.00,0.00,0,0.00,0,0.00,572
'acima de 60',3,'Solteiro','Sem Escolaridade',85,44,'Locatario','CLT',22,2381.00,0.00,48682.00,11945.00,1493.00,0,0.00,0,0.00,564
'até 25',2,'Solteiro','Sem Escolaridade',19,43,'Locatario','CLT',0,16731.00,55210.00,520092.00,312737.00,40612.00,0,0.00,0,0.00,756
'até 25',3,'Solteiro','Ensino Médio Completo',24,43,'Locatario','PJ',4,1948.00,0.00,120249.00,53781.00,-27829.00,0,0.00,0,0.00,598
'acima de 60',4,'Solteiro','Sem Escolaridade',30,50,'Locatario','CLT',60,1518.00,0.00,67367.00,4266.00,209.00,0,43.53,0,2098.78,633
'26 a 40',2,'Solteiro','Ensino Médio Completo',31,44,'Proprietario','CLT',8,2061.00,0.00,52383.00,28231.00,-69129.00,1,167.09,19,8508.57,659
'até 25',4,'Solteiro','Sem Escolaridade',19,62,'Locatario','CLT',1,11468.00,171020.00,634948.00,83726.00,0.00,0,0.00,0,0.00,623
'acima de 60',3,'Solteiro','Sem Escolaridade',36,44,'Locatario','CLT',65,1518.00,0.00,59597.00,43401.00,0.00,1,1596.21,26,50061.64,391
'26 a 40',3,'Viuvo','Sem Escolaridade',27,37,'Locatario','CLT',9,1595.00,0.00,40676.00,22908.00,7022.00,1,132.63,42,8747.22,555
'até 25',1,'Solteiro','Sem Escolaridade',24,50,'Locatario','CLT',5,2895.00,0.00,57041.00,3266.00,0.00,1,3089.75,58,6882.05,396
'26 a 40',2,'Casado','Ensino Médio Incompleto',0,54,'Proprietario','CLT',9,1518.00,0.00,90520.00,21858.00,2491.00,0,0.00,0,0.00,706
'26 a 40',2,'Casado','Sem Escolaridade',14,43,'Proprietario','Autonomo',8,1518.00,0.00,54154.00,40892.00,0.00,0,0.00,0,0.00,630
'acima de 60',1,'Viuvo','Técnico',91,44,'Proprietario','PJ',41,1744.00,0.00,100577.00,57890.00,4631.00,0,0.00,0,0.00,785
'41 a 60',0,'Casado','Superior Incompleto',38,46,'Proprietario','CLT',23,14207.00,135209.00,152432.00,64550.00,-71037.00,0,0.00,0,0.00,880
'acima de 60',3,'Solteiro','Sem Escolaridade',54,41,'Locatario','CLT',24,1583.00,0.00,72294.00,8735.00,3869.00,0,1043.18,0,67800.00,590
'acima de 60',0,'Solteiro','Sem Escolaridade',62,44,'Locatario','CLT',44,1518.00,0.00,56101.00,34392.00,-55271.00,1,9539.50,57,389702.96,451
'acima de 60',0,'Casado','Técnico',82,50,'Locatario','Autonomo',22,6222.00,391466.00,794971.00,315318.00,0.00,1,693.95,12,33422.22,713
'acima de 60',1,'Solteiro','Sem Escolaridade',22,54,'Locatario','CLT',56,1518.00,0.00,91598.00,13103.00,0.00,1,1479.97,33,38359.76,362
'acima de 60',4,'Solteiro','Superior Incompleto',85,48,'Locatario','CLT',41,1518.00,0.00,48601.00,26796.00,10.00,0,0.00,0,0.00,664
'41 a 60',4,'Solteiro','Sem Escolaridade',53,44,'Locatario','CLT',9,9377.00,474962.00,320724.00,160444.00,35966.00,0,0.00,0,0.00,785
'até 25',1,'Solteiro','Sem Escolaridade',24,50,'Locatario','CLT',6,1967.00,0.00,30600.00,21301.00,0.00,0,0.00,0,0.00,518
'até 25',4,'Solteiro','Sem Escolaridade',11,59,'Locatario','CLT',6,12387.00,161828.00,650599.00,287578.00,-116404.00,0,0.00,0,0.00,688
'26 a 40',0,'Solteiro','Sem Escolaridade',21,49,'Locatario','CLT',4,6704.00,313812.00,409697.00,35334.00,-157529.00,0,9079.47,0,456521.64,681
'acima de 60',3,'Solteiro','Sem Escolaridade',87,41,'Locatario','CLT',62,2544.00,0.00,63186.00,25066.00,7616.00,1,1073.28,13,91872.77,485
'até 25',3,'Solteiro','Sem Escolaridade',20,43,'Locatario','CLT',2,1694.00,0.00,74198.00,33141.00,8816.00,0,0.00,0,0.00,665
'26 a 40',3,'Solteiro','Sem Escolaridade',32,59,'Locatario','CLT',16,1518.00,0.00,58547.00,17200.00,-18356.00,0,1824.24,0,94530.00,463
'até 25',1,'Casado','Pós-graduação',20,43,'Proprietario','PJ',3,1860.00,0.00,69120.00,17499.00,0.00,0,198.77,0,14900.00,630
'26 a 40',0,'Solteiro','Sem Escolaridade',0,61,'Locatario','CLT',18,2568.00,0.00,92686.00,44635.00,-62017.00,0,58.71,0,2963.30,588
'acima de 60',0,'Solteiro','Sem Escolaridade',5,54,'Locatario','CLT',25,2939.00,0.00,62202.00,58870.00,0.00,1,68.85,73,2565.00,572
'até 25',2,'Solteiro','Sem Escolaridade',19,62,'Locatario','CLT',1,1518.00,0.00,109194.00,42112.00,-13774.00,0,0.00,0,0.00,476
'26 a 40',3,'Solteiro','Doutorado',40,43,'Locatario','PJ',22,9202.00,305398.00,832821.00,624562.00,268614.00,0,1216.85,0,52061.29,835
'26 a 40',1,'Solteiro','Sem Escolaridade',29,44,'Locatario','CLT',7,3030.00,0.00,95296.00,77086.00,12370.00,0,3488.63,0,87610.00,705
'41 a 60',3,'Viuvo','Ensino Fundamental Incompleto',6,41,'Proprietario','CLT',37,10674.00,213904.00,193878.00,146058.00,0.00,0,0.00,0,0.00,712
'acima de 60',0,'Solteiro','Técnico',63,50,'Locatario','Autonomo',53,1995.00,0.00,59902.00,2916.00,-28384.00,0,0.00,0,0.00,707
'acima de 60',4,'Viuvo','Mestrado',46,50,'Proprietario','PJ',15,2743.00,203.00,435966.00,427083.00,316764.00,1,1165.88,45,24739.78,547
'acima de 60',2,'Solteiro','Ensino Fundamental Incompleto',70,61,'Locatario','Autonomo',16,1804.00,0.00,86468.00,47341.00,-29711.00,0,0.00,0,0.00,535
'41 a 60',0,'Viuvo','Mestrado',1,41,'Locatario','CLT',9,8825.00,497013.00,180114.00,106742.00,65599.00,0,60.12,0,1390.00,827
'26 a 40',1,'Solteiro','Sem Escolaridade',36,54,'Locatario','CLT',15,2309.00,0.00,52712.00,34927.00,0.00,1,75.20,10,6047.53,502
'acima de 60',3,'Solteiro','Sem Escolaridade',5,47,'Locatario','CLT',43,1518.00,0.00,103635.00,23814.00,13525.00,0,0.00,0,0.00,713
'acima de 60',1,'Viuvo','Doutorado',67,54,'Locatario','CLT',35,2942.00,0.00,125956.00,47230.00,-85874.00,0,0.00,0,0.00,653
'acima de 60',3,'Solteiro','Sem Escolaridade',63,49,'Locatario','CLT',2,3078.00,0.00,82221.00,13970.00,-47342.00,0,0.00,0,0.00,710
'acima de 60',0,'Solteiro','Sem Escolaridade',37,41,'Locatario','CLT',54,1518.00,0.00,3793.00,3340.00,1370.00,0,0.00,0,0.00,614
'acima de 60',4,'Viuvo','Ensino Fundamental Completo',69,43,'Proprietario','Autonomo',14,3092.00,0.00,54456.00,32306.00,0.00,0,0.00,0,0.00,672
'até 25',0,'Solteiro','Sem Escolaridade',23,48,'Locatario','CLT',4,1971.00,0.00,74581.00,28438.00,-42043.00,1,21250.00,36,710937.50,386
'até 25',1,'Viuvo','Técnico',14,41,'Proprietario','PJ',0,1518.00,0.00,83405.00,21493.00,-32386.00,0,0.00,0,0.00,559
'até 25',3,'Solteiro','Sem Escolaridade',25,62,'Locatario','CLT',7,10573.00,371407.00,770417.00,389431.00,0.00,1,1385.29,7,41484.94,541
'41 a 60',0,'Viuvo','Sem Escolaridade',47,43,'Proprietario','CLT',33,2857.00,155567.00,299948.00,136732.00,-134197.00,0,0.00,0,0.00,677
'26 a 40',2,'Solteiro','Sem Escolaridade',26,41,'Locatario','CLT',2,2681.00,0.00,21888.00,17364.00,-52502.00,0,0.00,0,0.00,574
'41 a 60',4,'Casado','Ensino Fundamental Incompleto',6,37,'Proprietario','Autonomo',23,2602.00,0.00,90497.00,28399.00,0.00,0,270.35,0,16590.00,557
'26 a 40',2,'Viuvo','Técnico',37,56,'Locatario','PJ',20,2255.00,0.00,47320.00,40878.00,0.00,0,0.00,0,0.00,512
'acima de 60',1,'Solteiro','Sem Escolaridade',61,62,'Locatario','CLT',43,7497.00,386852.00,395671.00,139246.00,-45753.00,1,6428.25,43,36595.22,532
'41 a 60',2,'Solteiro','Sem Escolaridade',53,49,'Locatario','CLT',38,1518.00,0.00,90013.00,22354.00,0.00,0,0.00,0,0.00,571
'acima de 60',2,'Solteiro','Sem Escolaridade',45,49,'Locatario','CLT',42,3160.00,265817.00,670843.00,135813.00,-264247.00,1,36696.99,21,871052.00,571
'41 a 60',1,'Casado','Ensino Médio Incompleto',30,42,'Proprietario','PJ',31,2411.00,0.00,70719.00,48434.00,-4484.00,0,0.00,0,0.00,581
'acima de 60',3,'Solteiro','Sem Escolaridade',25,44,'Locatario','CLT',32,1518.00,0.00,77808.00,42538.00,-36860.00,0,0.00,0,0.00,633
'26 a 40',2,'Solteiro','Sem Escolaridade',7,54,'Locatario','CLT',12,14321.00,86141.00,925790.00,373555.00,0.00,0,0.00,0,0.00,746
'acima de 60',1,'Solteiro','Sem Escolaridade',36,37,'Locatario','CLT',51,1683.00,0.00,37111.00,25282.00,-43602.00,0,0.00,0,0.00,636
'41 a 60',2,'Solteiro','Técnico',43,41,'Locatario','Autonomo',25,2201.00,0.00,82782.00,16990.00,0.00,0,0.00,0,0.00,605
'acima de 60',0,'Casado','Ensino Fundamental Completo',60,44,'Locatario','PJ',34,1518.00,0.00,38584.00,32149.00,463.00,0,551.42,0,7700.00,484
'acima de 60',0,'Casado','Mestrado',97,49,'Locatario','CLT',53,2208.00,0.00,14481.00,6235.00,0.00,0,0.00,0,0.00,707
'26 a 40',3,'Casado','Ensino Médio Completo',30,46,'Locatario','CLT',8,3225.00,0.00,109175.00,54622.00,14772.00,0,0.00,0,0.00,871
'26 a 40',2,'Casado','Mestrado',39,42,'Locatario','CLT',14,2012.00,0.00,19073.00,16540.00,271.00,1,23389.74,60,521109.22,432
'41 a 60',0,'Solteiro','Ensino Médio Completo',39,44,'Proprietario','PJ',20,1530.00,0.00,107497.00,74147.00,0.00,0,0.00,0,0.00,681
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',96,54,'Locatario','CLT',35,2455.00,0.00,26416.00,3053.00,913.00,0,0.00,0,0.00,474
'26 a 40',0,'Viuvo','Ensino Fundamental Incompleto',10,47,'Locatario','PJ',21,3302.00,0.00,45849.00,37326.00,0.00,1,2626.48,14,135000.00,318
'acima de 60',3,'Casado','Técnico',32,62,'Proprietario','PJ',38,1690.00,0.00,33569.00,10403.00,0.00,1,5781.03,86,62481.73,378
'acima de 60',1,'Solteiro','Sem Escolaridade',59,44,'Locatario','CLT',7,2027.00,0.00,105106.00,11953.00,0.00,0,0.00,0,0.00,643
'41 a 60',4,'Solteiro','Superior Incompleto',21,44,'Locatario','PJ',15,1770.00,0.00,48549.00,16448.00,0.00,0,837.16,0,14344.44,376
'41 a 60',3,'Solteiro','Sem Escolaridade',48,51,'Locatario','CLT',30,2962.00,111573.00,663340.00,511290.00,94298.00,1,2156.51,70,86096.97,440
'acima de 60',2,'Solteiro','Sem Escolaridade',34,54,'Locatario','CLT',30,2648.00,0.00,86858.00,59316.00,0.00,0,0.00,0,0.00,629
'até 25',4,'Viuvo','Pós-graduação',24,41,'Proprietario','PJ',7,13468.00,33237.00,478830.00,35287.00,15181.00,0,0.00,0,0.00,820
'41 a 60',0,'Solteiro','Ensino Fundamental Completo',20,36,'Proprietario','Autonomo',24,15369.00,401566.00,446129.00,432716.00,-3980.00,0,0.00,0,0.00,811
'acima de 60',2,'Solteiro','Superior Incompleto',60,42,'Locatario','CLT',34,1569.00,0.00,33931.00,14685.00,-33447.00,0,0.00,0,0.00,674
'26 a 40',4,'Casado','Técnico',39,44,'Locatario','CLT',21,2144.00,0.00,38931.00,6837.00,158.00,1,1825.20,51,107401.90,422
'acima de 60',4,'Viuvo','Superior Completo',72,46,'Locatario','PJ',24,2414.00,59962.00,485294.00,16015.00,13591.00,1,7553.88,20,328891.47,511
'26 a 40',0,'Solteiro','Sem Escolaridade',6,36,'Locatario','CLT',11,2188.00,82392.00,286605.00,51911.00,0.00,0,6754.17,0,303500.00,688
'acima de 60',1,'Solteiro','Sem Escolaridade',63,49,'Locatario','CLT',3,4947.00,3004.00,164658.00,161931.00,-102099.00,1,15800.00,84,147428.57,517
'41 a 60',1,'Solteiro','Ensino Fundamental Incompleto',52,50,'Proprietario','Autonomo',30,1700.00,0.00,35212.00,2099.00,-14453.00,0,240.16,0,15080.00,427
'26 a 40',1,'Solteiro','Sem Escolaridade',19,54,'Locatario','CLT',21,1518.00,0.00,57106.00,22983.00,0.00,0,0.00,0,0.00,604
'26 a 40',1,'Casado','Sem Escolaridade',31,56,'Proprietario','CLT',1,6152.00,333102.00,990252.00,499687.00,0.00,1,47438.12,54,53833.33,522
'acima de 60',3,'Solteiro','Sem Escolaridade',79,56,'Locatario','CLT',27,10387.00,97692.00,1040793.00,483565.00,4758.00,0,0.00,0,0.00,856
